289
(0, 0, 0)
(1, 23, 37)
(2, 2, 34)
(3, 23, 311)
(4, 23, 148)
(5, 3, 185)
(6, 32, 222)
(7, 10, 259)
(8, 13, 296)
(9, 33, 333)
(10, 13, 370)
(11, 34, 407)
(12, 3, 444)
(13, 1, 481)
(14, 12, 518)
(15, 43, 555)
(16, 54, 592)
(17, 45, 0)
(18, 47, 37)
(19, 67, 74)
(20, 78, 111)
(21, 97, 148)
(22, 87, 185)
(23, 27, 222)
(24, 232, 259)
(25, 323, 296)
(26, 243, 333)
(27, 337, 370)
(28, 55, 407)
(29, 443, 444)
(30, 55, 481)
(31, 45, 518)
(32, 66, 555)
(33, 78, 592)
(34, 88, 0)
(35, 67, 37)
(36, 77, 74)
(37, 64, 111)
(38, 42, 148)
(39, 24, 185)
(40, 344, 222)
(41, 343, 259)
(42, 76, 296)
(43, 45, 333)
(44, 34, 370)
(45, 33, 407)
(46, 77, 444)
(47, 74, 481)
(48, 32, 518)
(49, 24, 555)
(50, 73, 592)
(51, 151, 0)
(52, 351, 37)
(53, 211, 74)
(54, 311, 111)
(55, 151, 148)
(56, 131, 185)
(57, 161, 222)
(58, 171, 259)
(59, 131, 296)
(60, 156, 333)
(61, 164, 370)
(62, 145, 407)
(63, 114, 444)
(64, 111, 481)
(65, 123, 518)
(66, 124, 555)
(67, 141, 592)
(68, 138, 0)
(69, 248, 37)
(70, 438, 74)
(71, 248, 111)
(72, 238, 148)
(73, 144, 185)
(74, 142, 222)
(75, 448, 259)
(76, 248, 296)
(77, 148, 333)
(78, 348, 370)
(79, 134, 407)
(80, 143, 444)
(81, 248, 481)
(82, 18, 518)
(83, 28, 555)
(84, 138, 592)
(85, 125, 0)
(86, 145, 37)
(87, 145, 74)
(88, 15, 111)
(89, 85, 148)
(90, 145, 185)
(91, 35, 222)
(92, 144, 259)
(93, 145, 296)
(94, 185, 333)
(95, 85, 370)
(96, 12, 407)
(97, 135, 444)
(98, 335, 481)
(99, 445, 518)
(100, 45, 555)
(101, 35, 592)
(102, 42, 0)
(103, 242, 37)
(104, 232, 74)
(105, 224, 111)
(106, 321, 148)
(107, 212, 185)
(108, 212, 332)
(109, 222, 259)
(110, 222, 296)
(111, 222, 333)
(112, 222, 370)
(113, 222, 407)
(114, 222, 444)
(115, 222, 481)
(116, 222, 518)
(117, 222, 555)
(118, 222, 592)
(119, 259, 0)
(120, 259, 37)
(121, 259, 74)
(122, 259, 111)
(123, 259, 148)
(124, 259, 185)
(125, 259, 222)
(126, 259, 259)
(127, 259, 296)
(128, 259, 333)
(129, 259, 370)
(130, 259, 407)
(131, 259, 444)
(132, 259, 481)
(133, 259, 518)
(134, 259, 555)
(135, 259, 592)
(136, 296, 0)
(137, 296, 37)
(138, 296, 74)
(139, 296, 111)
(140, 296, 148)
(141, 296, 185)
(142, 296, 222)
(143, 296, 259)
(144, 296, 296)
(145, 296, 333)
(146, 296, 370)
(147, 296, 407)
(148, 296, 444)
(149, 296, 481)
(150, 296, 518)
(151, 296, 555)
(152, 296, 592)
(153, 333, 0)
(154, 333, 37)
(155, 333, 74)
(156, 333, 111)
(157, 333, 148)
(158, 333, 185)
(159, 333, 222)
(160, 333, 259)
(161, 333, 296)
(162, 333, 333)
(163, 333, 370)
(164, 333, 407)
(165, 333, 444)
(166, 333, 481)
(167, 333, 518)
(168, 333, 555)
(169, 333, 592)
(170, 370, 0)
(171, 370, 37)
(172, 370, 74)
(173, 370, 111)
(174, 370, 148)
(175, 370, 185)
(176, 370, 222)
(177, 370, 259)
(178, 370, 296)
(179, 370, 333)
(180, 370, 370)
(181, 370, 407)
(182, 370, 444)
(183, 370, 481)
(184, 370, 518)
(185, 370, 555)
(186, 370, 592)
(187, 407, 0)
(188, 407, 37)
(189, 407, 74)
(190, 407, 111)
(191, 407, 148)
(192, 407, 185)
(193, 407, 222)
(194, 407, 259)
(195, 407, 296)
(196, 407, 333)
(197, 407, 370)
(198, 407, 407)
(199, 407, 444)
(200, 407, 481)
(201, 407, 518)
(202, 407, 555)
(203, 407, 592)
(204, 444, 0)
(205, 444, 37)
(206, 444, 74)
(207, 444, 111)
(208, 444, 148)
(209, 444, 185)
(210, 444, 222)
(211, 444, 259)
(212, 444, 296)
(213, 444, 333)
(214, 444, 370)
(215, 444, 407)
(216, 444, 444)
(217, 444, 481)
(218, 444, 518)
(219, 444, 555)
(220, 444, 592)
(221, 481, 0)
(222, 481, 37)
(223, 481, 74)
(224, 481, 111)
(225, 481, 148)
(226, 481, 185)
(227, 481, 222)
(228, 481, 259)
(229, 481, 296)
(230, 481, 333)
(231, 481, 370)
(232, 481, 407)
(233, 481, 444)
(234, 481, 481)
(235, 481, 518)
(236, 481, 555)
(237, 481, 592)
(238, 518, 0)
(239, 518, 37)
(240, 518, 74)
(241, 518, 111)
(242, 518, 148)
(243, 518, 185)
(244, 518, 222)
(245, 518, 259)
(246, 518, 296)
(247, 518, 333)
(248, 518, 370)
(249, 518, 407)
(250, 518, 444)
(251, 518, 481)
(252, 518, 518)
(253, 518, 555)
(254, 518, 592)
(255, 555, 0)
(256, 555, 37)
(257, 555, 74)
(258, 555, 111)
(259, 555, 148)
(260, 555, 185)
(261, 555, 222)
(262, 555, 259)
(263, 555, 296)
(264, 555, 333)
(265, 555, 370)
(266, 555, 407)
(267, 555, 444)
(268, 555, 481)
(269, 555, 518)
(270, 555, 555)
(271, 555, 592)
(272, 592, 0)
(273, 592, 37)
(274, 592, 74)
(275, 592, 111)
(276, 592, 148)
(277, 592, 185)
(278, 592, 222)
(279, 592, 259)
(280, 592, 296)
(281, 592, 333)
(282, 592, 370)
(283, 592, 407)
(284, 592, 444)
(285, 592, 481)
(286, 532, 518)
(287, 239, 555)
(288, 532, 592)
