289
(0, 0, 0)
(1, 23, 37)
(2, 2, 34)
(3, 23, 311)
(4, 23, 148)
(5, 3, 185)
(6, 32, 222)
(7, 10, 259)
(8, 13, 296)
(9, 33, 333)
(10, 13, 370)
(11, 34, 407)
(12, 3, 444)
(13, 1, 481)
(14, 12, 518)
(15, 43, 555)
(16, 54, 592)
(17, 45, 0)
(18, 47, 37)
(19, 67, 74)
(20, 78, 111)
(21, 97, 148)
(22, 87, 185)
(23, 27, 222)
(24, 232, 259)
(25, 323, 296)
(26, 243, 333)
(27, 337, 370)
(28, 55, 407)
(29, 443, 444)
(30, 55, 481)
(31, 45, 518)
(32, 66, 555)
(33, 78, 592)
(34, 88, 0)
(35, 67, 37)
(36, 77, 74)
(37, 64, 111)
(38, 42, 148)
(39, 24, 185)
(40, 344, 222)
(41, 343, 259)
(42, 76, 296)
(43, 45, 333)
(44, 34, 370)
(45, 33, 407)
(46, 77, 444)
(47, 74, 481)
(48, 32, 518)
(49, 24, 555)
(50, 73, 592)
(51, 151, 0)
(52, 351, 37)
(53, 211, 74)
(54, 311, 111)
(55, 151, 148)
(56, 131, 185)
(57, 161, 222)
(58, 171, 259)
(59, 131, 296)
(60, 156, 333)
(61, 164, 370)
(62, 145, 407)
(63, 114, 444)
(64, 111, 481)
(65, 123, 518)
(66, 124, 555)
(67, 141, 592)
(68, 138, 0)
(69, 248, 37)
(70, 438, 74)
(71, 248, 111)
(72, 238, 148)
(73, 144, 185)
(74, 142, 222)
(75, 448, 259)
(76, 248, 296)
(77, 148, 333)
(78, 348, 370)
(79, 134, 407)
(80, 143, 444)
(81, 248, 481)
(82, 18, 518)
(83, 28, 555)
(84, 138, 592)
(85, 125, 0)
(86, 145, 37)
(87, 145, 74)
(88, 15, 111)
(89, 85, 148)
(90, 145, 185)
(91, 35, 222)
(92, 144, 259)
(93, 145, 296)
(94, 185, 333)
(95, 85, 370)
(96, 12, 407)
(97, 135, 444)
(98, 335, 481)
(99, 445, 518)
(100, 45, 555)
(101, 35, 592)
(102, 42, 0)
(103, 242, 367)
(104, 232, 76)
(105, 224, 681)
(106, 321, 568)
(107, 262, 185)
(108, 712, 382)
(109, 282, 269)
(110, 282, 466)
(111, 252, 633)
(112, 252, 370)
(113, 522, 467)
(114, 722, 474)
(115, 282, 781)
(116, 452, 58)
(117, 422, 545)
(118, 262, 592)
(119, 249, 0)
(120, 267, 37)
(121, 257, 74)
(122, 253, 151)
(123, 249, 548)
(124, 259, 135)
(125, 232, 222)
(126, 259, 259)
(127, 229, 296)
(128, 259, 433)
(129, 269, 470)
(130, 249, 407)
(131, 259, 444)
(132, 259, 481)
(133, 479, 518)
(134, 249, 555)
(135, 269, 592)
(136, 296, 0)
(137, 296, 37)
(138, 246, 74)
(139, 356, 111)
(140, 356, 148)
(141, 266, 185)
(142, 536, 222)
(143, 696, 239)
(144, 596, 276)
(145, 576, 73)
(146, 276, 770)
(147, 256, 607)
(148, 296, 444)
(149, 236, 481)
(150, 296, 518)
(151, 296, 555)
(152, 596, 592)
(153, 453, 0)
(154, 783, 37)
(155, 73, 74)
(156, 363, 171)
(157, 363, 158)
(158, 373, 165)
(159, 363, 232)
(160, 363, 259)
(161, 336, 256)
(162, 356, 373)
(163, 633, 380)
(164, 353, 577)
(165, 353, 354)
(166, 233, 581)
(167, 263, 578)
(168, 373, 655)
(169, 653, 692)
(170, 540, 0)
(171, 370, 37)
(172, 670, 74)
(173, 670, 111)
(174, 770, 148)
(175, 970, 185)
(176, 390, 222)
(177, 320, 259)
(178, 330, 236)
(179, 750, 333)
(180, 350, 370)
(181, 530, 407)
(182, 673, 444)
(183, 770, 481)
(184, 360, 518)
(185, 360, 555)
(186, 370, 522)
(187, 557, 62)
(188, 307, 366)
(189, 407, 75)
(190, 456, 131)
(191, 577, 138)
(192, 407, 185)
(193, 467, 722)
(194, 487, 459)
(195, 467, 276)
(196, 457, 373)
(197, 496, 490)
(198, 497, 467)
(199, 477, 464)
(200, 477, 461)
(201, 467, 628)
(202, 467, 655)
(203, 607, 692)
(204, 564, 6)
(205, 443, 67)
(206, 435, 44)
(207, 454, 411)
(208, 434, 168)
(209, 455, 685)
(210, 543, 522)
(211, 454, 459)
(212, 434, 156)
(213, 454, 373)
(214, 457, 370)
(215, 474, 407)
(216, 474, 444)
(217, 644, 481)
(218, 284, 578)
(219, 234, 555)
(220, 434, 572)
(221, 241, 0)
(222, 68, 37)
(223, 571, 74)
(224, 671, 111)
(225, 461, 648)
(226, 681, 185)
(227, 381, 222)
(228, 451, 259)
(229, 441, 296)
(230, 481, 433)
(231, 81, 460)
(232, 381, 407)
(233, 411, 444)
(234, 481, 481)
(235, 481, 518)
(236, 481, 555)
(237, 481, 592)
(238, 518, 0)
(239, 518, 37)
(240, 58, 54)
(241, 518, 311)
(242, 558, 348)
(243, 538, 185)
(244, 45, 232)
(245, 518, 249)
(246, 518, 336)
(247, 338, 533)
(248, 553, 370)
(249, 545, 433)
(250, 518, 445)
(251, 518, 381)
(252, 58, 158)
(253, 528, 555)
(254, 518, 592)
(255, 555, 0)
(256, 585, 37)
(257, 885, 74)
(258, 585, 111)
(259, 585, 148)
(260, 885, 185)
(261, 865, 222)
(262, 85, 259)
(263, 586, 296)
(264, 537, 333)
(265, 535, 370)
(266, 525, 407)
(267, 535, 444)
(268, 535, 481)
(269, 525, 518)
(270, 355, 555)
(271, 335, 592)
(272, 222, 0)
(273, 532, 37)
(274, 333, 74)
(275, 232, 111)
(276, 532, 148)
(277, 322, 185)
(278,122, 222)
(279, 342, 259)
(280, 212, 296)
(281, 232, 333)
(282, 192, 370)
(283, 522, 407)
(284, 532, 444)
(285, 522, 481)
(286, 532, 518)
(287, 239, 555)
(288, 532, 592)
